,MaxAbsEStateIndex,MaxEStateIndex,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinAbsPartialCharge,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Kappa1,Kappa2,LabuteASA,PEOE_VSA13,SMR_VSA1,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA6,VSA_EState2,HeavyAtomCount,NOCount,NumHeteroatoms,MolMR,fr_C_O,fr_C_O_noCOO,fr_amide,label
CC(C)c1cc(NC(=O)c2ccccc2)cc(C(C)C)c1O,12.287705498866213,12.287705498866213,297.398,274.214,297.172878976,116.0,0.2551579671545426,0.2551579671545426,631.3854428852327,16.275656403009393,13.551614308670455,13.551614308670455,10.396754605515328,7.629866429832252,7.629866429832252,6.132857961904105,6.132857961904105,3.7067457975756066,16.086960723854123,6.648223425572071,131.54871016218507,5.907179729351506,9.901064578912528,49.33,0.0,9.901064578912528,17.742991821674295,12.13273413692322,12.287705498866213,22.0,3.0,3.0,90.68000000000005,1.0,1.0,1.0,0
COc1cccc(NC(=O)C2(C)CCN2C(C)C)c1OC,12.649977796674225,12.649977796674225,292.379,268.187,292.178692628,116.0,0.24427506237492688,0.24427506237492688,530.2534158010201,15.620955864630139,13.395573106023146,13.395573106023146,9.934906062971915,7.229173334966318,7.229173334966318,5.806202434371159,5.806202434371159,4.237077912594575,15.635307117817407,5.934584386312411,125.77330152280274,0.0,14.268263091671919,50.8,5.538925252383345,4.794537184071822,5.907179729351506,20.285962151016676,14.853332624716554,21.0,5.0,5.0,83.03970000000005,1.0,1.0,1.0,0
COc1ccccc1N(C(C)=O)C1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,12.508167415292892,12.508167415292892,473.61700000000025,438.3370000000003,473.26784198,184.0,0.25080066395697537,0.25080066395697537,1154.6269763768632,24.62274509681375,20.704229542159396,20.704229542159396,17.06288194571337,12.48750089107013,12.48750089107013,9.158621164581515,9.158621164581515,6.804537741121848,24.735352923095714,11.846676046067486,207.41469714453203,5.907179729351506,14.325937321943691,61.88,0.0,9.589074368143644,17.85620028785097,14.033534740968157,29.351510054522574,35.0,6.0,6.0,141.1311999999999,2.0,2.0,2.0,1
Cc1ccc(NC(=O)CSc2nc3ncc(Cl)cc3[nH]2)c(C)c1,12.081880406483581,12.081880406483581,346.8430000000001,331.72300000000007,346.06550978000007,118.0,0.2343582961591384,0.2343582961591384,877.6427810556634,16.396976746569035,12.682746372071547,14.255171899017729,11.00804039084698,7.022537610650686,8.386100643313403,5.221886052354379,6.622370433082975,4.358331604740784,15.830857789738989,6.598580066823092,142.41614723368866,0.0,4.794537184071822,70.67,0.0,4.794537184071822,11.660033336098294,12.263210640074686,23.62878376147236,23.0,5.0,7.0,94.16840000000002,1.0,1.0,1.0,0
CCOC(=O)c1c(C(=O)OCC)c(C)n(CCc2ccc(OC)c(OC)c2)c1C,12.515141621160812,12.515141621160812,403.47500000000014,374.24300000000017,403.19948764799994,158.0,0.34034979007184774,0.34034979007184774,842.4130287948446,21.551677284948283,17.957181270598205,17.957181270598205,13.886977772809994,9.63783390770469,9.63783390770469,6.452734405254107,6.452734405254107,4.8145076111692555,22.33038724134309,10.000511985280864,171.064159724045,0.0,28.536526183343838,75.99000000000001,11.938610575903699,9.589074368143644,24.340666912419827,28.067069481936315,25.030283242321623,29.0,7.0,7.0,109.06900000000006,2.0,2.0,0.0,0
COc1cc(C=CC(=O)OCC(=O)NCCc2ccccc2)cc(OC)c1OC,11.871927166731908,11.871927166731908,399.4430000000001,374.24300000000017,399.16818751999995,154.0,0.3307735391268583,0.3307735391268583,822.6310356006568,21.062267164498692,16.766962509049456,16.766962509049456,14.066411905563509,9.024892792582982,9.024892792582982,5.985268907561931,5.985268907561931,4.023113482833005,21.815971735950445,11.3829158839855,169.77540273906598,5.907179729351506,28.536526183343838,83.09,5.969305287951849,9.589074368143644,12.514061693864424,18.208754243757102,23.662063789183716,29.0,7.0,7.0,109.24670000000005,2.0,2.0,1.0,0
CCc1cc2ccccc2nc1SCC(=O)N1CCN(C(=O)c2ccco2)CC1,12.695182665658855,12.695182665658855,409.51100000000025,386.32700000000017,409.146012596,150.0,0.2891676488198221,0.2891676488198221,1011.3242127484705,20.216967702877938,16.336076788991623,17.152573369919345,14.152198343190413,9.774468132999148,10.76006669265264,6.937865035054252,7.901913635310863,6.146199346980729,19.513567273409645,8.694344424545195,173.42860854421932,5.907179729351506,14.006225305196992,66.65,0.0,9.589074368143644,11.814359458703011,17.032643867773697,33.34997387397956,29.0,6.0,7.0,113.03650000000005,2.0,2.0,2.0,0
COc1cccc(CC(=O)OCC(=O)NC2(C#N)CCCC2)c1,11.861001756814346,11.861001756814346,316.35700000000014,296.19700000000006,316.14230712,122.0,0.3102669332154249,0.3102669332154249,615.2645365596364,16.708896013370172,13.132248521233201,13.132248521233201,11.065610567764072,7.57616096174867,7.57616096174867,5.638182614062949,5.638182614062949,3.8966801817043804,16.81426665797295,7.633817064980211,134.93251174850846,5.907179729351506,19.06280027574374,88.41999999999999,17.415410269686703,14.85096592288213,13.027703587438928,31.37526581512397,23.656065768530144,23.0,6.0,6.0,82.61170000000004,2.0,2.0,1.0,0
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(I)ccc2o1,12.343480250147541,12.343480250147541,572.2740000000001,548.0820000000001,571.029030368,164.0,0.2865365983689335,0.2865365983689335,1064.156244805326,21.794317972067567,17.043123324775088,20.71247950798832,15.00804039084698,10.397019240395581,12.231697332002197,7.657438707693786,9.688235526630423,7.012920436960135,22.704624392369375,10.424179317459485,205.34256119627875,5.907179729351506,9.211688121125169,48.720000000000006,0.0,4.794537184071822,5.907179729351506,6.06636706846161,17.09043752363365,31.0,5.0,8.0,135.61319999999992,1.0,1.0,1.0,1
CC1CCc2c(c(O)n(-c3cc(Cl)ccc3OC(=O)c3ccco3)c2O)C1,12.267775765800657,12.267775765800657,387.8190000000002,369.6750000000002,387.08735035599994,140.0,0.37917777444598705,0.37917777444598705,1006.051226367874,19.12902755413791,14.607122358787716,15.363051304806172,12.952397498181156,8.653544370855714,9.031508843864943,6.766569178725882,7.203004959197867,5.089440636224728,17.54867327848884,6.701777621690427,160.10967529698624,0.0,24.161605864606628,84.83,5.969305287951849,15.007591973753234,28.95712219971265,12.13273413692322,12.267775765800657,27.0,6.0,7.0,98.96410000000002,1.0,1.0,0.0,0
CS(=O)(=O)N1CCCC(C(=O)Nc2c(F)cccc2F)C1,13.482897429033342,13.482897429033342,318.3450000000001,302.21700000000004,318.084969812,116.0,0.22847472934579605,0.22847472934579605,628.566499695291,15.62095586463014,11.473963904878559,12.290460485806285,9.786712265874595,6.487888611285918,8.336200230550421,5.0460681752510474,7.028506153570074,4.704572801241513,15.84145144568378,6.065412995483135,121.54323141886675,0.0,21.9931642637504,66.48,39.17020488569584,21.9931642637504,6.544756405912575,0.0,12.078526077097507,21.0,5.0,8.0,74.12850000000002,1.0,1.0,1.0,0
CCOC(=O)Cc1c(C)nc(-c2ccccc2)nc1O,11.482928197143565,11.482928197143565,272.304,256.17599999999993,272.116092372,104.0,0.31002349786917305,0.31002349786917305,588.7657328233128,14.535169427003234,11.459102275748826,11.459102275748826,9.613392202930193,6.389854578704625,6.389854578704625,4.2826072493696214,4.2826072493696214,2.850490240448813,13.989202951819792,6.143817087724864,116.82180494118374,0.0,14.637927532712576,72.31,5.969305287951849,9.901064578912528,12.30080995936138,13.847474399381248,19.875495279532075,20.0,5.0,5.0,74.20680000000003,1.0,1.0,0.0,0
OC1(c2ccc(Br)cc2)CCN(Cc2c[nH]c3ncccc23)CC1,10.990970476166183,10.990970476166183,386.29300000000006,366.1330000000001,385.07897436,124.0,0.13703589221921503,0.13703589221921503,835.1990024152013,16.570703332935974,13.373941318958849,14.959937858073554,11.63877833720401,8.257797467079094,9.050795736636445,6.528108326609908,7.443783855401597,5.524192210142864,15.815472793231178,6.314701099346488,149.20440682014817,0.0,5.106527394840706,52.15,5.601050810983688,5.106527394840706,0.0,0.0,9.986090830424118,24.0,4.0,5.0,98.64350000000003,0.0,0.0,0.0,1
COc1cc(OC)c(N=C2CC(=O)C(=O)c3ccccc32)cc1Cl,12.008389013216755,12.008389013216755,343.7660000000001,329.654,343.061135608,122.0,0.22915481876405996,0.22915481876405996,873.3176367383433,17.26722023457211,13.129379626688943,13.885308572707398,11.54524385550833,7.208346582615449,7.586311055624677,5.191761340770946,5.598961467511552,4.06792778597875,16.2067005901362,6.4515386950665325,143.42104223025456,0.0,19.06280027574374,64.96000000000001,11.566489892729878,9.589074368143644,6.4208216229260096,36.39820241076966,28.509881509022172,24.0,5.0,6.0,91.14950000000003,2.0,2.0,0.0,0
CCNS(=O)(=O)c1ccc(NC(=S)N2CCCC2)cc1,11.80928389144659,11.80928389144659,313.44800000000015,294.29600000000005,313.09186884800005,110.0,0.24005259709957782,0.24005259709957782,563.783994317937,14.58757566981053,11.425141740046653,13.058134901902106,9.526005232608497,6.683795475638523,8.575207013696778,4.65001264543609,6.803664207275474,5.065264829543113,15.213450234756605,6.513965158580811,124.95928094378344,0.0,8.417796984328938,61.440000000000005,10.023291153407584,8.417796984328938,4.895483475517775,31.18920547353706,2.3847398720290585,20.0,5.0,7.0,84.33220000000003,0.0,0.0,0.0,0
COc1ccc(NC(=O)C2(C)Cc3c(-c4ccc(NC(C)=O)cc4)ccnc3O2)cc1OC,13.178109734446835,13.178109734446835,447.4910000000002,422.2910000000002,447.17942089999997,170.0,0.2681971870858844,0.2681971870858844,1209.1643029797492,23.587211190881014,18.891714251712454,18.891714251712454,15.823848847406204,10.411563465689653,10.411563465689653,7.934334203432421,7.934334203432421,5.490315832999965,22.13565961655277,8.817161274598549,191.44234953003942,5.907179729351506,23.79966322954379,98.78000000000002,5.601050810983688,9.589074368143644,11.814359458703011,38.429479517966065,28.78828792074622,33.0,8.0,8.0,124.88940000000001,2.0,2.0,2.0,0
CCCN1CCCC(c2ccc(OS(=O)(=O)C(F)(F)F)cc2)C1,12.286271869230925,12.286271869230925,351.39000000000004,331.23,351.11159915999997,130.0,0.5338268323171228,0.3760379648363413,611.8494267372229,17.087575669810526,12.843492209450508,13.659988790378234,10.726476409751786,7.557523999783224,8.965772290247084,5.6919939363546765,7.229818943371484,4.865071062324399,18.064363717516365,7.086445319700724,133.91443836187076,0.0,25.772127560003106,46.61,15.62645736029781,21.589042127353395,5.749511833283905,12.13273413692322,2.3677478946251496,23.0,4.0,8.0,80.75080000000004,0.0,0.0,0.0,1
Cc1ccc(S(=O)(=O)N2CCCC(C(=O)NCCC3=CCCCC3)C2)cc1,12.873981968235112,12.873981968235112,390.54900000000026,360.30900000000014,390.19771382,148.0,0.2425881764577771,0.2425881764577771,784.149676130925,19.277810114122513,16.115376184358645,16.93187276528637,12.964363626468568,9.990733859072883,11.430797187873523,7.66443930762716,9.602374287568827,7.423411790501994,20.084024286545272,9.020239321514198,162.43626334247364,0.0,13.212334168400758,66.48,10.023291153407584,13.212334168400758,18.369842181425476,24.26546827384644,12.845456664818379,27.0,5.0,6.0,106.83950000000004,1.0,1.0,1.0,0
CCOc1ccc(C2CC(c3cccc(Cl)c3)n3nc(N)nc3N2)cc1,6.197371302399156,6.197371302399156,369.85600000000005,349.6960000000001,369.1356379400001,134.0,0.24083915181556023,0.24083915181556023,908.5478786688891,18.0956473593183,14.392920073431947,15.148849019450402,12.635361590784806,8.605445907663798,8.983410380673027,6.243655889362736,6.680091669834721,4.767180589376778,16.72309557320259,6.879205329344418,156.49791672499546,0.0,4.736862953800049,77.99000000000001,0.0,0.0,18.032020939282415,0.0,4.33295755300896,26.0,6.0,7.0,102.61710000000002,0.0,0.0,0.0,0
CC1CN(C(=O)c2cc(COc3c(F)cccc3F)on2)CCN1C,13.521762674765368,13.521762674765368,351.3530000000001,332.201,351.1394479080001,134.0,0.27564633984250264,0.27564633984250264,745.0963885165772,17.97432701575866,14.037493074604239,14.037493074604239,11.952397498181154,7.973414763225163,7.973414763225163,6.098720088286355,6.098720088286355,4.302666643059917,17.34650511351389,7.182093681519357,143.49334211380716,5.907179729351506,22.835325170194857,58.81000000000001,17.383953515375694,13.575367279421462,30.01007793673529,4.899909730850478,16.359238047212536,25.0,6.0,8.0,85.18850000000003,1.0,1.0,1.0,0
Cc1ccc(-c2csc(NCCn3c(C(F)(F)F)nc4ccccc43)n2)cc1,13.342214305499283,13.342214305499283,402.44500000000005,385.30900000000014,402.11260220400004,144.0,0.4492850403304599,0.3597102196362437,1096.7920556241813,19.72540387131522,14.994148481071148,15.810645061998875,13.414834803611857,8.705587667081629,9.585240478336525,6.404222297000487,7.262325148858505,5.17124407663804,18.49130951606154,7.27320233017861,163.2322840532475,0.0,13.171245143024459,42.74,12.000703015443403,13.171245143024459,6.544756405912575,24.26546827384644,8.280423854833941,28.0,4.0,8.0,105.51169999999999,0.0,0.0,0.0,0
CCn1cc(Cl)c(C(=O)Nc2ccc3c(c2)OCCO3)n1,12.188802122700931,12.188802122700931,307.73700000000014,293.625,307.072368988,110.0,0.2772205990745865,0.2772205990745865,684.0989104929732,14.819626477379408,11.42785795571888,12.183786901737335,10.16903509559602,6.6105541823979586,6.988518655407186,4.493899047623485,4.901099174364091,3.332747042874036,13.758455946810924,5.651143479347038,126.15635117052294,5.907179729351506,14.268263091671919,65.38000000000001,0.0,4.794537184071822,11.601107724199966,29.07774771214309,12.188802122700931,21.0,6.0,7.0,78.29620000000003,1.0,1.0,1.0,0
Cc1onc(-c2ccccc2)c1C(=O)Nc1ccc(-c2nnc3n2CCCCC3)cc1,12.995940742458602,12.995940742458602,413.4810000000003,390.29700000000014,413.1851749760001,156.0,0.2610552673183116,0.2610552673183116,1208.7628472223764,21.208531534440656,17.337037291566933,17.337037291566933,15.20350993820667,10.560688429227802,10.560688429227802,7.761999717827371,7.761999717827371,5.647480484773302,19.23700011748,8.179604684008673,179.65504865728795,5.907179729351506,9.31763212104517,85.84,0.0,4.794537184071822,5.907179729351506,6.923737199690624,12.995940742458602,31.0,7.0,7.0,117.64220000000003,1.0,1.0,1.0,0
CN(C)c1ncnc2c1ccn2C1OC(CO)C(O)C1O,10.10797697782817,10.10797697782817,294.31100000000004,276.167,294.13280505599994,114.0,0.1640065296882917,0.1640065296882917,644.1330101387525,15.14589989101247,11.7873021244775,11.7873021244775,10.04091255785876,6.655936765682678,6.655936765682678,5.280849648753302,5.280849648753302,3.7031394025387607,14.207946359590396,5.227013597287078,120.77633932428014,0.0,20.056445138322168,103.87000000000002,24.539800333979777,10.213054789681411,6.606881964512918,10.763943219404432,10.316036155202823,21.0,8.0,8.0,74.86440000000002,0.0,0.0,0.0,0
COc1ccccc1CN1CCN(C(=O)COc2ccccc2)CC1,12.299251508505657,12.299251508505657,340.423,316.2310000000001,340.178692628,132.0,0.26009300483173003,0.26009300483173003,682.3504382560053,17.484916895309066,14.557965172217427,14.557965172217427,12.25835149307306,8.559182141487772,8.559182141487772,6.070509074390516,6.070509074390516,4.416986410576731,17.298132627476928,8.533027642298322,148.31048298666892,5.907179729351506,14.268263091671919,42.010000000000005,0.0,4.794537184071822,12.514061693864424,7.109797541277533,16.522814669881317,25.0,5.0,5.0,96.78800000000005,1.0,1.0,1.0,0
COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(-n5ccnc5)cc4)CC3)c2c1,12.421770642209424,12.421770642209424,474.56500000000017,444.3250000000003,474.23793882,182.0,0.2507806385594839,0.2507806385594839,1244.0866687875287,24.036958659186844,19.89116979028002,19.89116979028002,17.20784123585624,11.984237495002596,11.984237495002596,8.6767951906246,8.6767951906246,6.448634695161382,22.918280221525716,10.60516403477635,203.81955634671132,5.907179729351506,14.054495074845217,88.66000000000001,0.0,4.794537184071822,5.907179729351506,19.633961187655153,21.214746985276697,35.0,9.0,9.0,134.34519999999992,1.0,1.0,1.0,1
COC(=O)c1ccccc1NC(=O)Nc1ccc2c(c1)OCO2,12.098787792894935,12.098787792894935,314.2970000000001,300.18500000000006,314.090271548,118.0,0.3394751807453392,0.3394751807453392,759.8858566614691,16.233840039752504,12.289800117833247,12.289800117833247,11.169035095596021,6.821603426715359,6.821603426715359,4.684330057918889,4.684330057918889,3.2110118538282824,14.706242135858965,6.266454204965884,131.7058388854425,0.0,23.79966322954379,85.89,12.000419800289922,9.589074368143644,12.356393797796823,42.46456947923127,23.77643592438506,23.0,7.0,7.0,82.98790000000004,2.0,2.0,2.0,0
Cc1nnc(NC(=O)CCNC(=O)c2ccccc2Cl)s1,11.86109629154182,11.86109629154182,324.793,311.68899999999996,324.04477433600005,110.0,0.2523070507605796,0.2523070507605796,659.125746548733,15.242276208189782,11.220751174532332,12.793176701478513,10.0585506480638,6.1871494633084705,7.3816105172454245,4.160156126718071,5.749001206056515,3.612194010472136,15.399810092455024,7.142877000181348,130.08735549243858,5.907179729351506,9.589074368143644,83.97999999999999,0.0,9.589074368143644,24.779937487541595,31.18920547353706,23.518162915516513,21.0,6.0,8.0,81.67790000000002,2.0,2.0,2.0,0
CCOC(=O)c1nccnc1C(=O)Nc1cccc(C(F)(F)F)c1,12.686750714084491,12.686750714084491,339.273,327.17699999999996,339.083075904,126.0,0.4159855177121518,0.4159855177121518,762.8697632211209,17.74227620818978,12.42427387774349,12.42427387774349,11.32471706833538,6.793412974364527,6.793412974364527,4.5067128698627155,4.5067128698627155,2.829864036621396,17.384899201744663,7.070410815297749,134.23556168141823,5.907179729351506,27.497182464968155,81.18,23.616235026443825,22.760319511168106,23.6821242288934,6.923737199690624,31.44700383431737,24.0,6.0,9.0,77.38570000000001,2.0,2.0,1.0,0
COc1cccc(CNC(=O)C2CCN(C(=O)c3cnn(-c4ccccc4)c3-n3cccc3)CC2)c1,13.55489036326043,13.55489036326043,483.5720000000002,454.3400000000003,483.22703978800007,184.0,0.2587863002562325,0.2587863002562325,1322.4961552338364,24.90720214718992,20.20938719716855,20.20938719716855,17.635361590784804,12.105104557307511,12.105104557307511,8.855324251988165,8.855324251988165,6.5778721688699715,23.413664807664,10.515914830086784,209.65398426170555,5.907179729351506,14.325937321943691,81.39000000000001,0.0,9.589074368143644,17.732265504864404,17.988444048035795,28.159159710750068,36.0,8.0,8.0,136.35919999999987,2.0,2.0,2.0,0
CCCN1CCCC(c2cccc(S(=O)(=O)N(C)C)c2)C1,12.249288190214868,12.249288190214868,310.4630000000001,284.25500000000005,310.171499072,118.0,0.24206830059788717,0.24206830059788717,567.3946378291134,15.457819157813608,13.248564095458923,14.065060676386649,9.946725536263527,7.696787855205757,9.136851184006396,5.999678349252736,8.151512293040305,5.964505867447447,16.460333648764433,6.899834703268062,128.35543634275564,0.0,8.417796984328938,40.620000000000005,10.023291153407584,8.417796984328938,0.0,20.16171103381599,2.887956060510625,21.0,4.0,5.0,86.02080000000007,0.0,0.0,0.0,1
CCN(N=Nc1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,10.813893769603546,10.813893769603546,315.28900000000004,302.185,315.096753896,118.0,0.2711538132162792,0.2583085205058536,762.3377752548263,16.81962647737941,12.1949700740588,12.1949700740588,11.007239053047545,6.690792891635361,6.690792891635361,4.459129500909196,4.459129500909196,2.946849805415746,16.018207439456763,7.071263849442903,130.70108053428126,11.374772549367124,9.846622097635342,114.24000000000001,9.846622097635342,20.228636537531145,11.374772549367124,18.19910120538483,20.53543154588384,23.0,9.0,9.0,83.72880000000002,0.0,0.0,0.0,0
CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)NC(C)(C)C)c1C,12.420552484882844,12.420552484882844,342.43900000000014,316.2310000000001,342.194342692,134.0,0.3394675589144949,0.3394675589144949,755.2387219563443,18.61251969619286,15.550273644402399,15.550273644402399,11.72536396972627,8.46318297529981,8.46318297529981,6.999480276915343,6.999480276915343,3.7475566713290447,18.77401670374728,7.551970387996565,148.5435019903392,0.0,14.325937321943691,60.33,0.0,9.589074368143644,23.960166675599275,12.990104268152233,24.661413611740993,25.0,5.0,5.0,98.45720000000006,2.0,2.0,1.0,0
O=C(Nc1ccc2c(c1)OCO2)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,12.8929259092679,12.8929259092679,424.86200000000025,407.7260000000001,424.049584944,148.0,0.2552063717613179,0.2552063717613179,1020.7310468327155,19.725403871315216,14.682551622826722,16.254977149772902,13.44752687406296,8.534610150438827,10.352637952248694,6.183823813331092,8.497380804849781,6.791910716403086,19.00679023622427,7.591373851977636,166.54238346655475,5.907179729351506,27.422923029800906,94.16999999999999,15.930470882759089,13.212334168400758,35.36402339888107,18.19910120538483,12.523927259175275,28.0,8.0,10.0,101.54800000000003,1.0,1.0,1.0,0
Cc1c(C(=O)N2CCCCCC2)c(S(=O)(=O)Nc2ccc(F)cc2)c(C)n1C,13.274267346209989,13.274267346209989,407.5110000000001,381.30300000000017,407.167890912,152.0,0.2639966723799049,0.2639966723799049,973.1151169465107,20.474327015758657,16.457426589742386,17.273923170670113,13.220051237716595,9.456544731363229,10.939707978957623,7.252767704045215,8.872013715127562,6.93743428024403,20.3859495632895,7.947841585613837,164.94874847280397,15.930470882759089,17.60274921607558,71.41,15.840511994453479,17.60274921607558,22.05350097124984,30.362155760700272,15.021642493008837,28.0,6.0,8.0,106.46700000000004,1.0,1.0,1.0,0
